"category"	"name"	"url"	"description"	"star"	"stackOverflow"	"stackOverflowUrl"	"license"	"licenseUrl"	"site"	"userGuide"	"newStars"	"newWatchs"	"newForks"	"pageText"	"newStackOverflow"	"github"	"allText"	"isExist"
"Data store, database, search or SQL-like query engine for big data."	"Impala"	"https://github.com/cloudera/impala"	"Real-time Query for Hadoop..."	"1550"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/cloudera/impala"	"Real-time Query for Hadoop..."	"true"
"Monitoring, testing and managing tools for big data"	"Twitter Ambrose"	"https://github.com/twitter/ambrose"	"A platform for visualization and real-time monitoring of data workflows.."	"1024"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/twitter/ambrose"	"A platform for visualization and real-time monitoring of data workflows.."	"true"
"Monitoring, testing and managing tools for big data"	"Umongo"	"https://github.com/agirbal/umongo"	"Desktop app to browse and administer your MongoDB cluster.."	"495"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/agirbal/umongo"	"Desktop app to browse and administer your MongoDB cluster.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache Ambari"	"http://ambari.apache.org/"	"The Apache Ambari project is aimed at making Hadoop management simpler by developing software for provisioning, managing, and monitoring Apache Hadoop clusters. Ambari provides an intuitive, easy-to-use Hadoop management web UI backed by its RESTful APIs.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"The Apache Ambari project is aimed at making Hadoop management simpler by developing software for provisioning, managing, and monitoring Apache Hadoop clusters. Ambari provides an intuitive, easy-to-use Hadoop management web UI backed by its RESTful APIs.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache Chukwa"	"http://chukwa.apache.org/"	"Chukwa is an open source data collection system for monitoring large distributed systems. Chukwa is built on top of the Hadoop Distributed File System (HDFS) and Map/Reduce framework and inherits Hadoop’s scalability and robustness. Chukwa also includes a ﬂexible and powerful toolkit for displaying, monitoring and analyzing results to make the best use of the collected data.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Chukwa is an open source data collection system for monitoring large distributed systems. Chukwa is built on top of the Hadoop Distributed File System (HDFS) and Map/Reduce framework and inherits Hadoop’s scalability and robustness. Chukwa also includes a ﬂexible and powerful toolkit for displaying, monitoring and analyzing results to make the best use of the collected data.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache Bigtop"	"http://bigtop.apache.org/"	"Bigtop is an Apache Foundation project for Infrastructure Engineers and Data Scientists looking for comprehensive packaging, testing, and configuration of the leading open source big data components.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Bigtop is an Apache Foundation project for Infrastructure Engineers and Data Scientists looking for comprehensive packaging, testing, and configuration of the leading open source big data components.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache BookKeeper"	"http://bookkeeper.apache.org/"	"BookKeeper is a replicated log service which can be used to build replicated state machines. A log contains a sequence of events which can be applied to a state machine. BookKeeper guarantees that each replica state machine will see all the same entries, in the same order.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"BookKeeper is a replicated log service which can be used to build replicated state machines. A log contains a sequence of events which can be applied to a state machine. BookKeeper guarantees that each replica state machine will see all the same entries, in the same order.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache Crunch"	"http://crunch.apache.org/"	"Provides a framework for writing, testing, and running MapReduce pipelines.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Provides a framework for writing, testing, and running MapReduce pipelines.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache MRUnit"	"http://mrunit.apache.org"	"Apache MRUnit is a Java library that helps developers unit test Apache Hadoop map reduce jobs.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache MRUnit is a Java library that helps developers unit test Apache Hadoop map reduce jobs.."	"true"
"Monitoring, testing and managing tools for big data"	"Apache Oozie"	"http://oozie.apache.org"	"Oozie is a workflow scheduler system to manage Apache Hadoop jobs.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Oozie is a workflow scheduler system to manage Apache Hadoop jobs.."	"true"
"8. Machine Learning"	"Airbnb Aerosolve"	"https://github.com/airbnb/aerosolve"	"A machine learning library designed from the ground up to be human friendly.."	"1672"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/airbnb/aerosolve"	"A machine learning library designed from the ground up to be human friendly.."	"true"
"8. Machine Learning"	"Smile"	"https://github.com/haifengl/smile"	"Smile (Statistical Machine Intelligence and Learning Engine) is a set of pure Java libraries of various state-of-art machine learning algorithms. Smile is self contained and requires only Java standard library..."	"1519"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/haifengl/smile"	"Smile (Statistical Machine Intelligence and Learning Engine) is a set of pure Java libraries of various state-of-art machine learning algorithms. Smile is self contained and requires only Java standard library..."	"true"
"8. Machine Learning"	"Deeplearning4j"	"https://github.com/deeplearning4j/deeplearning4j"	"Deeplearning4J is an Apache 2.0-licensed, open-source, distributed neural net library written in Java and Scala..."	"1172"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"http://deeplearning4j.org/"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/deeplearning4j/deeplearning4j"	"Deeplearning4J is an Apache 2.0-licensed, open-source, distributed neural net library written in Java and Scala..."	"true"
"8. Machine Learning"	"Libsvm"	"https://github.com/cjlin1/libsvm"	"Libsvm is a simple, easy-to-use, and efficient software for SVM classification and regression. It solves C-SVM classification, nu-SVM classification, one-class-SVM, epsilon-SVM regression, and nu-SVM regression.."	"812"	"null"	"null"	"BSD 3"	"https://en.wikipedia.org/wiki/BSD_licenses#3-clause_license_.28.22Revised_BSD_License.22.2C_.22New_BSD_License.22.2C_or_.22Modified_BSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/cjlin1/libsvm"	"Libsvm is a simple, easy-to-use, and efficient software for SVM classification and regression. It solves C-SVM classification, nu-SVM classification, one-class-SVM, epsilon-SVM regression, and nu-SVM regression.."	"true"
"8. Machine Learning"	"Neuralnetworks"	"https://github.com/ivan-vasilev/neuralnetworks"	"java deep learning algorithms and deep neural networks with gpu acceleration.."	"583"	"null"	"null"	"MIT"	"https://opensource.org/licenses/MIT"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/ivan-vasilev/neuralnetworks"	"java deep learning algorithms and deep neural networks with gpu acceleration.."	"true"
"8. Machine Learning"	"Datumbox framework"	"https://github.com/datumbox/datumbox-framework"	"Datumbox is an open-source Machine Learning framework written in Java which allows the rapid development of Machine Learning and Statistical applications.."	"525"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/datumbox/datumbox-framework"	"Datumbox is an open-source Machine Learning framework written in Java which allows the rapid development of Machine Learning and Statistical applications.."	"true"
"8. Machine Learning"	"Apache Mahout"	"https://github.com/apache/mahout"	"The Apache Mahout project's goal is to build an environment for quickly creating scalable performant machine learning applications..."	"492"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"https://mahout.apache.org/"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/apache/mahout"	"The Apache Mahout project's goal is to build an environment for quickly creating scalable performant machine learning applications..."	"true"
"8. Machine Learning"	"Encog java core"	"https://github.com/encog/encog-java-core"	"Encog is an advanced machine learning framework that supports a variety of advanced algorithms, as well as support classes to normalize and process data. Machine learning algorithms such as Support Vector Machines, Artificial Neural Networks, Genetic Programming, Bayesian Networks, Hidden Markov Models, Genetic Programming and Genetic Algorithms are supported.."	"394"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/encog/encog-java-core"	"Encog is an advanced machine learning framework that supports a variety of advanced algorithms, as well as support classes to normalize and process data. Machine learning algorithms such as Support Vector Machines, Artificial Neural Networks, Genetic Programming, Bayesian Networks, Hidden Markov Models, Genetic Programming and Genetic Algorithms are supported.."	"true"
"8. Machine Learning"	"FlinkML"	"https://ci.apache.org/projects/flink/flink-docs-master/apis/batch/libs/ml/index.html"	"Apache Flink is an open source stream processing framework with powerful stream- and batch-processing capabilities. Subproject: - FlinkML is the Machine Learning (ML) library for Flink.."	"475"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Flink is an open source stream processing framework with powerful stream- and batch-processing capabilities. Subproject: - FlinkML is the Machine Learning (ML) library for Flink.."	"true"
"8. Machine Learning"	"Apache Spark"	"http://spark.apache.org/"	"Apache Spark™ is a fast and general engine for large-scale data processing. Subproject:.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Spark™ is a fast and general engine for large-scale data processing. Subproject:.."	"true"
"8. Machine Learning"	"MLlib"	"http://spark.apache.org/docs/latest/mllib-guide.html"	"Apache Spark™ is a fast and general engine for large-scale data processing. Subproject:.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache Spark™ is a fast and general engine for large-scale data processing. Subproject:.."	"true"
"8. Machine Learning"	"DeepDive"	"http://deepdive.stanford.edu"	"DeepDive is a system to extract value from dark data. Like dark matter, dark data is the great mass of data buried in text, tables, figures, and images, which lacks structure and so is essentially unprocessable by existing software.."	"null"	"null"	"null"	"Creative Commons Attribution 4.0"	"http://creativecommons.org/licenses/by/4.0/"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"DeepDive is a system to extract value from dark data. Like dark matter, dark data is the great mass of data buried in text, tables, figures, and images, which lacks structure and so is essentially unprocessable by existing software.."	"true"
"8. Machine Learning"	"JSAT"	"https://github.com/EdwardRaff/JSAT"	"Java Statistical Analysis Tool, a Java library for Machine Learning.."	"null"	"null"	"null"	"GNU 3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/EdwardRaff/JSAT"	"Java Statistical Analysis Tool, a Java library for Machine Learning.."	"true"
"8. Machine Learning"	"Weka"	"http://www.cs.waikato.ac.nz/ml/weka/"	"Weka is a collection of machine learning algorithms for data mining tasks. The algorithms can either be applied directly to a dataset or called from your own Java code. Weka contains tools for data pre-processing, classification, regression, clustering, association rules, and visualization. It is also well-suited for developing new machine learning schemes.."	"null"	"null"	"null"	"GNU"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Weka is a collection of machine learning algorithms for data mining tasks. The algorithms can either be applied directly to a dataset or called from your own Java code. Weka contains tools for data pre-processing, classification, regression, clustering, association rules, and visualization. It is also well-suited for developing new machine learning schemes.."	"true"
"8. Machine Learning"	"Protégé"	"http://protege.stanford.edu/"	"A free, open-source ontology editor and framework for building intelligent systems.."	"null"	"null"	"null"	"GNU LESSER 3"	"https://en.wikipedia.org/wiki/GNU_Lesser_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A free, open-source ontology editor and framework for building intelligent systems.."	"true"
"8. Machine Learning"	"htm.java"	"https://github.com/numenta/htm.java"	"Hierarchical Temporal Memory implementation in Java - an official Community-Driven Java port of the Numenta Platform for Intelligent Computing (NuPIC).."	"null"	"null"	"null"	"GNU AFFERO 3"	"https://en.wikipedia.org/wiki/Affero_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/numenta/htm.java"	"Hierarchical Temporal Memory implementation in Java - an official Community-Driven Java port of the Numenta Platform for Intelligent Computing (NuPIC).."	"true"
"8. Machine Learning"	"JAVA-ML"	"http://java-ml.sourceforge.net/"	"Java Machine Learning Library (Java-ML).."	"null"	"null"	"null"	"GNU 2"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Java Machine Learning Library (Java-ML).."	"true"
"8. Machine Learning"	"JSAT"	"https://github.com/EdwardRaff/JSAT/tree/master"	"Numerous Machine Learning algorithms for classification, regression, and clustering.."	"null"	"null"	"null"	"GNU 3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/EdwardRaff/JSAT/tree/master"	"Numerous Machine Learning algorithms for classification, regression, and clustering.."	"true"
"8. Machine Learning"	"Meka"	"http://meka.sourceforge.net/"	"An open source implementation of methods for multi-label classification and evaluation (extension to Weka).."	"null"	"null"	"null"	"GNU"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"An open source implementation of methods for multi-label classification and evaluation (extension to Weka).."	"true"
"8. Machine Learning"	"Neuroph"	"http://neuroph.sourceforge.net/"	"Neuroph is lightweight Java neural network framework.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Neuroph is lightweight Java neural network framework.."	"true"
"8. Machine Learning"	"rapaio"	"https://github.com/padreati/rapaio"	"statistics, data mining and machine learning toolbox in Java.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/padreati/rapaio"	"statistics, data mining and machine learning toolbox in Java.."	"true"
"8. Machine Learning"	"Apache SystemML"	"https://github.com/apache/incubator-systemml"	"flexible, scalable machine learning (ML) language. (incubator project).."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/apache/incubator-systemml"	"flexible, scalable machine learning (ML) language. (incubator project).."	"true"
"8. Machine Learning"	"wAlnut"	"https://github.com/WalnutiQ/wAlnut"	"Object oriented model of partial human brain with 1 theorized common learning algorithm. Work in progress towards a strong emotional AI."	"null"	"null"	"null"	"GNU 3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/WalnutiQ/wAlnut"	"Object oriented model of partial human brain with 1 theorized common learning algorithm. Work in progress towards a strong emotional AI."	"true"
"Semantic Web and Linked Data"	"Apache Jena"	"http://jena.apache.org"	"A framework for developing Semantic Web and Linked Data applications in Java.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A framework for developing Semantic Web and Linked Data applications in Java.."	"true"
"Constraint Satisfaction Problem Solver"	"Choco"	"http://choco-solver.org/"	"Choco is a Free and Open-Source Software dedicated to Constraint Programming. It aims at describing hard combinatorial problems in the form of Constraint Satisfaction Problems and solving them with Constraint Programming techniques.."	"null"	"null"	"null"	"BSD"	"https://en.wikipedia.org/wiki/BSD_licenses#3-clause_license_.28.22Revised_BSD_License.22.2C_.22New_BSD_License.22.2C_or_.22Modified_BSD_License.22.29"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Choco is a Free and Open-Source Software dedicated to Constraint Programming. It aims at describing hard combinatorial problems in the form of Constraint Satisfaction Problems and solving them with Constraint Programming techniques.."	"true"
"Constraint Satisfaction Problem Solver"	"JaCoP"	"https://github.com/radsz/jacop/"	"Java Constraint Programming (JaCoP) solver."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/radsz/jacop/"	"Java Constraint Programming (JaCoP) solver."	"true"
"Constraint Satisfaction Problem Solver"	"OptaPlanner"	"http://www.optaplanner.org/"	"OptaPlanner is a constraint satisfaction solver. It optimizes business resource planning. Every organization faces scheduling puzzles: assign a limited set of constrained resources (employees, assets, time and money) to provide products or services to customers.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"OptaPlanner is a constraint satisfaction solver. It optimizes business resource planning. Every organization faces scheduling puzzles: assign a limited set of constrained resources (employees, assets, time and money) to provide products or services to customers.."	"true"
"Constraint Satisfaction Problem Solver"	"Sat4J"	"http://www.sat4j.org/"	"Sat4j is a java library for solving boolean satisfaction and optimization problems. It can solve SAT, MAXSAT, Pseudo-Boolean, Minimally Unsatisfiable Subset (MUS) problems."	"null"	"null"	"null"	"GNU Lesser 3"	"https://en.wikipedia.org/wiki/GNU_Lesser_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Sat4j is a java library for solving boolean satisfaction and optimization problems. It can solve SAT, MAXSAT, Pseudo-Boolean, Minimally Unsatisfiable Subset (MUS) problems."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Stanfordnlp CoreNLP"	"https://github.com/stanfordnlp/CoreNLP"	"Stanford CoreNLP provides a set of natural language analysis tools written in Java..."	"871"	"null"	"null"	"GNU 2"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/stanfordnlp/CoreNLP"	"Stanford CoreNLP provides a set of natural language analysis tools written in Java..."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Apache OpenNLP"	"https://opennlp.apache.org/"	"The Apache OpenNLP library is a machine learning based toolkit for the processing of natural language text..."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"The Apache OpenNLP library is a machine learning based toolkit for the processing of natural language text..."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"LingPipe"	"http://alias-i.com/lingpipe/"	"LingPipe is tool kit for processing text using computational linguistics. or. or"	"null"	"null"	"null"	"AGPL"	"https://www.gnu.org/licenses/agpl-3.0.html"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"LingPipe is tool kit for processing text using computational linguistics. or. or"	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Mallet"	"http://mallet.cs.umass.edu/"	"MALLET is a Java-based package for statistical natural language processing, document classification, clustering, topic modeling, information extraction, and other machine learning applications to text.."	"null"	"null"	"null"	"Eclipse Public License v1.0"	"https://en.wikipedia.org/wiki/Eclipse_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"MALLET is a Java-based package for statistical natural language processing, document classification, clustering, topic modeling, information extraction, and other machine learning applications to text.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Twitter Text Libraries"	"https://github.com/twitter/twitter-text"	"This repo is a collection of libraries and conformance tests to standardize parsing of tweet text. It synchronizes development, testing, creating issues, and pull requests for twitter-text's implementations and specification.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/twitter/twitter-text"	"This repo is a collection of libraries and conformance tests to standardize parsing of tweet text. It synchronizes development, testing, creating issues, and pull requests for twitter-text's implementations and specification.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"NLP4J"	"https://github.com/emorynlp/nlp4j"	"The NLP4J project (formerly known as ClearNLP) provides a NLP toolkit for JVM languages. This project is currently developed by the NLP Research Group at Emory University.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"https://github.com/emorynlp/nlp4j"	"The NLP4J project (formerly known as ClearNLP) provides a NLP toolkit for JVM languages. This project is currently developed by the NLP Research Group at Emory University.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Joshua"	"http://joshua-decoder.org/"	"Joshua is an open-source statistical machine translation decoder for phrase-based (new in 6.0), hierarchical, and syntax-based machine translation, written in Java. It is developed at the Human Language Technology Center of Excellence at Johns Hopkins University.."	"null"	"null"	"null"	"BSD 2"	"https://github.com/joshua-decoder/joshua/blob/master/LICENSE"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Joshua is an open-source statistical machine translation decoder for phrase-based (new in 6.0), hierarchical, and syntax-based machine translation, written in Java. It is developed at the Human Language Technology Center of Excellence at Johns Hopkins University.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Z-MERT"	"http://cs.jhu.edu/%7Eozaidan/zmert/"	"Z-MERT is a software tool for minimum error rate training of machine translation systems.."	"null"	"null"	"null"	"GNU Lesser General Public License (LGPL)"	"http://www.gnu.org/licenses/lgpl-3.0.en.html"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Z-MERT is a software tool for minimum error rate training of machine translation systems.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"ClearTK"	"http://cleartk.github.io/cleartk/"	"ClearTK is a framework for developing machine learning and natural language processing components within the Apache Unstructured Information Management Architecture, github star: 34.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"ClearTK is a framework for developing machine learning and natural language processing components within the Apache Unstructured Information Management Architecture, github star: 34.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Apache cTAKES"	"http://ctakes.apache.org/"	"Apache cTAKES™ is a natural language processing system for extraction of information from electronic medical record clinical free-text.."	"null"	"null"	"null"	"Apache 2"	"http://www.apache.org/licenses/LICENSE-2.0"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Apache cTAKES™ is a natural language processing system for extraction of information from electronic medical record clinical free-text.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"The Stanford Natural Language Processing Group"	"http://nlp.stanford.edu/software/"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Stanford Parser"	"http://nlp.stanford.edu/software/lex-parser.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Stanford POS Tagger"	"http://nlp.stanford.edu/software/tagger.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Stanford Named Entity Recognizer"	"http://nlp.stanford.edu/software/CRF-NER.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"RegexNER"	"http://nlp.stanford.edu/software/regexner.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Word Segmenter"	"http://nlp.stanford.edu/software/segmenter.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Classifier"	"http://nlp.stanford.edu/software/classifier.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"EnglishTokenizer"	"http://nlp.stanford.edu/software/tokenizer.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"TokensRegex"	"http://nlp.stanford.edu/software/tokensregex.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Temporal Tagger"	"http://nlp.stanford.edu/software/sutime.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Pattern-based Information Extraction and Diagnostics"	"http://nlp.stanford.edu/software/patternslearning.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
"Natural Language Processing (NLP) and Speech Recognition"	"Stanford Relation Extractor"	"http://nlp.stanford.edu/software/relationExtractor.html"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"null"	"null"	"null"	"GNU 2/3"	"https://en.wikipedia.org/wiki/GNU_General_Public_License"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"A Natural Language Processing Java software tools. Subproject: - A statistical parser,,,,,,,,,.."	"true"
